sku_id;article_name;store_price;weight;height;width;length
28699;Neroli Lillian;189.00;82;97;28;12
28709;Damsocka Borrelia;425.00;82;79;26;26
28718;Bi-direction Wartner;100.00;348;48;10;67
28779;Choco Tick Style;141.00;371;88;76;76
28781;Lindrande Applikator;283.00;222;21;96;41
28796;Tyroplus Svartröd Cond;494.00;328;38;86;68
28808;Sens Tandkräm;262.00;391;19;79;72
28819;Resetandborste Greppring Klimadynon;410.00;345;30;77;17
28821;Ultimate Xerorinse Nypozin;287.00;300;19;79;14
28824;Dietbar Strike;484.00;92;15;56;51
28831;Translucent Gleptosil Make-up;324.00;308;56;79;23
28851;Tabletter Gillette;260.00;435;76;38;61
28868;Flubenol Svalkande;438.00;70;49;51;92
28892;Katt Biotne;198.00;16;87;10;12
28908;Implantat-kit Proteinbar;161.00;74;68;22;32
28911;Ringblomma Tresemm;349.00;191;25;53;57
28946;Handtvål Strips Dermgel;96.00;84;99;55;65
28963;Dospå Tobago Läppcreme;122.00;286;40;96;99
28965;Deep Hudkräm;309.00;496;52;59;73
29012;Legere Postinor;77.00;99;33;65;41
29064;Komprimerade Knipkulor Brännskadekompress;134.00;192;93;39;88
29082;Sandalwood Smultron;466.00;86;93;18;99
29112;Primrose Josephine Halita;378.00;269;53;79;96
29154;Select Nivana Pine;74.00;299;66;12;34
29155;Aquanature Renew Vanilla;166.00;133;66;91;90
29181;Kwai Fästing;453.00;496;35;42;28
29208;Soft-picks Face Desonix;251.00;132;85;62;98
29211;Deltababy Peacock Våtservetter;84.00;445;52;40;99
29247;Caroline Summer Basbalans;323.00;255;76;39;29
29256;Daktar Vegandha;495.00;263;23;34;73
29271;Körsbär-yoghurt Fotboll;476.00;375;76;70;28
29275;Rouge Bambu;317.00;386;34;34;97
29279;Hårklipp Sorbothane Alcogel;377.00;402;89;13;69
29299;Normald B-komplex Easy;115.00;406;13;81;66
29318;Peronormin Ketokonazol;269.00;50;69;67;88
29362;B-kombin Selenoprecise Dubbelbröstpump;75.00;54;53;74;76
29372;Sand Pennlampa Artrox;92.00;135;78;92;45
29395;Kirurgtejp Mineraltillskott Footbalm;158.00;106;24;70;71
29399;B-komplex Barrier Kalorisnål;399.00;157;41;50;80
29402;Axet Lifestream;31.00;413;34;54;78
29428;Ultradetox Suprem;170.00;325;65;60;74
29435;Dimor Acnelösning Snake;200.00;213;38;76;61
29438;Detector Biozym Junior;276.00;449;11;55;18
29443;Nagelbitning Promix;471.00;292;89;84;14
29461;Swing Refill;203.00;264;35;86;19
29490;Röd Multidad Balancing;225.00;159;64;34;91
29492;Revital Shavin Calmor;376.00;97;74;24;39
29512;Jason Long Adaptil;282.00;42;91;95;50
29521;Saga Hårfön Basbalans;380.00;484;53;91;56
29573;Blodstillande Stinas Serenity;59.00;498;34;49;40
29584;Salutem Scrub Dermo-cleanser;105.00;34;65;57;22
29588;Nackkudde Biotne Glyco;46.00;450;48;51;90
29589;Barntandkräm Ankelstödstrumpa;361.00;421;23;32;34
29612;Lavender Cellufluid Effective;197.00;230;37;82;89
29631;Balans Vitri Gasbinda;462.00;453;58;75;39
29652;Magnecyl-koffein Storpack;44.00;157;44;42;64
29654;Ceridal Lectro Support;74.00;64;85;92;79
29683;Naturell Tillmatningsset Ekologiska;348.00;47;80;37;47
29703;Treated Bronzer;179.00;244;15;27;49
29716;Control Rönnbär;97.00;134;13;47;18
29717;Toleriane Tallrik;164.00;331;63;85;12
29803;Lamisil Systane;415.00;232;44;51;14
29819;Shine Manikyrset Film;186.00;221;52;42;58
29837;Fitmeal Raisin Pjur;88.00;246;12;77;40
29844;Jordgubb Chili;290.00;138;56;16;52
29850;Syraförsvar Green;362.00;417;61;89;72
29878;Actavis Lust-;255.00;337;63;79;47
29879;Bomullsvante Orthodontic;99.00;203;90;16;97
29888;Fotbalsam Klamydiatest;491.00;260;85;77;29
29935;Sustain Profast;182.00;334;16;16;38
29940;Cavilon Asonor;491.00;35;71;34;57
29943;Munhålelösning Fortifying;43.00;399;66;10;89
29969;Mintchoklad Sandalwood;405.00;368;64;29;62
29970;Arnika Vetriderm Laktipex;264.00;50;28;22;48
30005;Elite Förgätmigej;196.00;480;93;36;62
30027;Washlotion Lemon;53.00;42;73;24;93
30034;Vitamin-a Karbarepair;327.00;293;53;62;86
30057;Suprem Snap-on Kelpasan;224.00;207;97;81;32
30069;Vildkaprifol Mistel Doftavgivare;315.00;483;90;15;82
30073;Acnelösning Ögonspray;413.00;310;14;20;44
30102;Nixema Sunkissed;57.00;287;71;12;32
30123;Calmag Munvatten Laktosfri;355.00;143;76;96;15
30137;Express Unperf Conditioner;318.00;36;63;87;42
30162;Baldrian-dispert Valgus Burana;483.00;52;36;33;13
30163;Crunchy Blackthorn Ester;451.00;294;71;89;89
30179;Serum Finail Schampoo;228.00;36;88;62;26
30190;Steril Hirudoid;149.00;258;95;65;89
30201;Maximum Duphalac;405.00;251;39;33;79
30204;B-well Svartmönster;429.00;386;23;87;82
30238;Mandelolja Bomullspinnar Mintsmak;21.00;274;86;74;79
30241;Sked Fudge Porös;408.00;78;65;80;79
30249;Suturtejp Adhesive Lakrimont;128.00;261;72;99;86
30263;Förbandssax Neroli;277.00;436;94;81;29
30285;Kylpåse Indian;322.00;462;93;87;12
30295;Paranix Solcreme;387.00;325;80;49;86
30302;Protector Ringblomma Svartvinbär;497.00;39;87;17;30
30319;Katter Sunkissed;355.00;64;98;81;23
30331;Amplyfying Bladgrön Colorfix;227.00;223;45;40;22
30340;Fruit Area;39.00;408;85;15;75
30349;Bomullsvadd Ergosport Xanti;430.00;162;80;23;88
30370;Bite Filler;135.00;395;14;40;22
30401;Plaqsearch Termometer;38.00;114;21;64;49
30403;Anti-dandruff B-complex;312.00;314;29;41;83
30413;Pads Saltvatten Well;82.00;273;88;76;75
30416;Rani-q Spotless Tegaderm;273.00;469;86;24;94
30422;Coachväska Small-medium;368.00;23;15;64;35
30449;Eucalyptus Natursalva;131.00;35;47;75;94
30455;Etono Johannesolja;169.00;84;30;90;89
30485;Enbär Emollient;342.00;68;12;35;91
30490;Peelinggel Comfort Chamomile;38.00;300;59;72;49
30497;Ögonskölj Lila Kokosmjöl;470.00;89;48;36;62
30498;Tearsagain Cracked Firming;328.00;123;17;58;94
30514;Filmdragerad Tuft;401.00;348;23;39;29
30524;Hårbalsam Fuktgivande;79.00;228;10;97;37
30559;Fysiologiskt Skincare;265.00;214;52;21;91
30572;Aquanature Area;318.00;351;12;34;39
30579;Anti Brösttratt Port;320.00;57;49;48;20
30591;B-stress Rene;265.00;362;25;96;41
30594;Technique Cutisoft Sensodyne;75.00;195;87;48;96
30598;Alcosanal Groda Ventil;176.00;26;97;75;84
30612;Lust- Colorfix;255.00;84;26;29;46
30613;Frott Patellar;171.00;445;19;13;74
30647;Deeply Hauschka;325.00;229;11;24;11
30660;Bourbon Hallon-lime Brus;229.00;255;48;60;68
30679;Lillenos Linda;414.00;120;70;35;87
30731;Vuxen Bio-t;194.00;52;14;49;33
30743;Gaffel E-vidon Topz;51.00;425;59;73;91
30758;Grip Fotbadsalt Handgel;377.00;240;32;24;38
30779;Demons Inhalationsånga Multibrus;471.00;469;72;57;14
30792;Andningsmask Kick;284.00;409;51;90;73
30828;Coat Flight;173.00;259;77;58;45
30832;Skudo Turkos Steadygrip;371.00;211;72;54;74
30835;Nitrilhandske Tablettöverdrag Seraquin;462.00;287;75;43;63
30853;Rund Hugo;460.00;236;23;31;84
30887;Vitri Cleaners;231.00;31;86;78;53
30899;Sonicare Läkerol;488.00;149;74;31;51
30913;Babyliss Cereal;451.00;356;19;17;78
30948;Mikrolavemang Skip Hårborttagningsvax;329.00;98;66;11;33
30981;Wintergrip Taste;476.00;48;11;37;65
31011;Jerry Wind Concealerborste;83.00;38;81;72;53
31014;Mini Bh-inlägg Portionspåse;147.00;55;11;66;76
31064;Thermo Aloe;437.00;286;99;56;26
31087;Varm Kropp Tanning;427.00;423;33;60;75
31090;Minivibrator Minami Sensitivity;102.00;78;14;91;17
31095;Rakblad Pyridoxin Mumin;245.00;432;76;64;75
31100;Power Linsskydd;237.00;330;79;47;47
31102;Tonic Saga Tarmtest;46.00;269;52;77;92
31122;Fair Amino;138.00;192;59;50;45
31125;Bodycreme Förbandssax;98.00;479;97;57;47
31132;Supreme Profast;124.00;54;28;46;26
31134;Fästingborttagare Naturals Stinas;66.00;432;20;71;72
31143;Plasthandske Clean Snabbtorkande;171.00;401;88;23;76
31167;Toothpaste Norm;340.00;363;44;24;55
31187;Nixacid Stav;293.00;467;74;98;92
31193;Performance Badskum Fotbadsalt;373.00;19;31;42;97
31213;Tandborste Maximal Fransk;440.00;472;63;59;67
31229;Gravidbälte Bite;205.00;186;82;71;76
31238;Leukoplast Prioderm Hårtork;133.00;406;60;39;16
31255;Relinquish Klyx;129.00;141;94;42;85
31284;Logo Hairspray;192.00;78;40;74;61
31289;Dermopurifyer Body Natural;352.00;144;75;41;56
31320;Återfuktande Hållare;59.00;263;79;71;33
31323;Blåbär-yoghurt Bio-kalk Liktornspenna;26.00;270;57;39;32
31350;Parfym Clarityn Nexcare;441.00;120;55;72;32
31353;Fransk Munhåleplåster Glimmis;105.00;419;12;56;17
31367;Tresemm Simplex;58.00;92;58;17;95
31392;Revitalizing Away;206.00;219;19;27;37
31401;Chokladpudding Balans Munsårssalva;437.00;40;48;25;19
31402;Bettet Spearmint;209.00;342;38;15;27
31432;Length Tungskrapa;405.00;362;98;66;65
31440;Ekologisk Lifeline Massage;310.00;211;83;67;58
31462;Fingertub Körsbär-yoghurt Loceryl;68.00;140;45;36;21
31486;Sugrörsmugg Bettet;497.00;229;25;94;32
31503;Hyderm Selukos;196.00;25;28;70;11
31511;Jang Listerine;209.00;458;75;65;63
31513;Solglasögon Antiplaque Made;498.00;417;34;91;92
31516;Blodtrycksmanschett Wrinkle;302.00;355;27;86;14
31535;Vanilla Trimmer Silikonbaserat;442.00;307;12;62;46
31538;Livostin Microtip;467.00;141;59;64;73
31539;Fiskar Bodycreme Burns;491.00;394;30;93;32
31555;Cloth Protect Hibiscrub;387.00;91;20;26;19
31621;Munhålespray Microtip Tens;145.00;154;85;94;97
31632;Caramel Fluor;368.00;97;59;12;78
31633;Face Värmeplåster;393.00;235;32;47;24
31636;Chili Fitmeal;38.00;44;96;94;31
31644;Fotbalsam Finkam;487.00;34;92;24;75
31649;Deoderant Beviplex;221.00;23;72;64;87
31666;Nickeltest Cleansing;357.00;181;68;21;31
31681;Matningssked Libero;265.00;15;15;95;34
31696;Orange Like Lixir;202.00;496;87;78;30
31716;Scanpor Lecrolyn;404.00;343;18;85;62
31717;Sårtvätt Maxi Otom;286.00;402;59;48;99
31734;Multiman Irma Femal;218.00;76;35;37;34
31750;Tandborstskydd Gipsbinda Solkräm;319.00;289;27;52;92
31792;Hampaproteinpulver Strips Lipgloss;314.00;465;44;28;23
31801;Phase Hemofer Wing;205.00;468;37;16;22
31820;Flare-up Brus Shiny;54.00;110;18;47;68
31858;Kroppspuder Vulkan;447.00;487;35;59;91
31880;Rektalsalva Tröja;145.00;265;93;11;41
31900;Lipikar Loratadin;225.00;132;49;28;78
31929;Silence Unique Normactiv;46.00;419;74;15;27
31934;Vitlöksolja Biozym;427.00;167;28;45;67
31951;Special Authentic;103.00;385;73;58;56
31972;Mandlar Öppen;65.00;429;99;81;34
32001;Easy-flossers Öronproppar Maxi;482.00;30;68;39;79
32005;Lactiplus Lactose Size;33.00;343;18;10;10
32011;Handtag Spruckna Blueberry;186.00;363;75;97;38
32021;Colour Pollyferm;413.00;153;77;76;16
32041;Boob Linfröolja Flare-up;386.00;321;11;10;52
32047;Grow Ceriseturkos;187.00;401;85;82;99
32065;Helper Extrakam;236.00;347;21;53;56
32075;Sublingual Saltvatten Munspegel;220.00;445;31;48;35
32080;Movo Brustabletter Används;397.00;470;98;83;76
32083;Hylo-gel Ultradetox Normactiv;249.00;256;84;62;78
32088;Prova Zinkpasta Enterotablett;408.00;33;91;26;51
32115;Delight B-complex;269.00;419;78;83;90
32118;Antiperspirant Fixeringstejp Glutano;467.00;486;13;28;32
32123;Oralmedic Greta Gipsbinda;412.00;446;51;92;66
32150;Premium Steadygrip Sensitivity;427.00;260;80;14;64
32152;Oralmedic Natracare;124.00;409;41;38;43
32224;Stomacid Mattifying Tools;325.00;279;94;49;59
32228;Becotide Elkam;183.00;348;35;81;31
32231;Inköp Cremetvål;345.00;365;17;17;47
32250;Sunwic Första Silver;23.00;38;14;57;10
32305;Bio-active Stop-hemo Sunburn;90.00;367;89;98;75
32321;Support Optimizer;419.00;189;70;75;60
32357;Broccolibasilika Moisturising;240.00;284;34;57;24
32407;Swe-energy Sebamed Armbågsskydd;47.00;438;42;94;34
32418;Kapsl Glucomed;289.00;201;98;33;20
32432;Whey Värmebyxa Omlottbh;246.00;379;46;52;19
32441;Jabushe Apotekarens Finail;333.00;115;95;47;26
32451;Renu Amningsvårtskydd Hold;271.00;103;40;35;62
32490;Shavin Ammande;140.00;136;12;21;48
32553;Salutem Komfort;461.00;415;17;50;79
32560;Sens Bioenergy Kabi;45.00;70;64;41;35
32581;Curami Baobab;31.00;271;35;68;82
32592;Syrngrå Apelsin;352.00;195;74;20;99
32596;Ester Unique Citrussmak;126.00;123;92;35;94
32603;Rengöringscreme Licorice Munhålegel;224.00;496;34;77;48
32643;Fotfil Pyruvate L-argiplex;129.00;307;52;40;12
32666;Fast Geishakulor;141.00;333;46;12;27
32673;Supranettes Lace Vita;364.00;335;36;67;60
32683;Vaxol Saga Pensa;315.00;455;65;75;81
32716;Coolmousse Know Kombipack;365.00;354;22;90;68
32744;Young Biodefense Borsthuvud;112.00;104;57;89;98
32753;Goodnight Synerlin Fixomull;322.00;47;71;97;70
32757;Oscillococcinum Vildros Sorbact;110.00;90;24;61;92
32786;Lactal Kutan;456.00;301;56;33;29
32805;Sonicare Body;306.00;123;25;67;27
32827;Sportzym Droncit;422.00;86;58;32;42
32831;Smoothie Suppositorium Soleil;470.00;384;99;44;32
32846;Advant Hundtäcke;339.00;274;82;59;29
32852;Intense Biogaia;384.00;277;61;45;57
32866;Badhandske Length Ovesterin;206.00;434;79;51;75
32893;Enterotablett Tablettdelare;358.00;130;91;26;10
32929;Hand Secuvie;142.00;175;28;13;62
32948;Herbal Endast Näsdroppar;461.00;41;44;82;46
32980;Sebocalm Nicotinell;133.00;431;67;50;62
32981;Bergamot Unique Physiomer;341.00;142;98;11;53
32988;Biotne Prodentis Vanilj;427.00;396;50;51;78
33003;Silikonbaserat Monitor Micellar;239.00;287;40;23;89
33019;Engångspip Refitband;456.00;297;79;76;94
33022;Therapy Carriwell Jasmin;41.00;253;42;95;27
33037;Ofärgad Wackra;66.00;50;57;90;58
33079;Maxmedica Små;432.00;50;49;21;63
33081;Ido-c Absorption;351.00;99;57;13;68
33087;Zonnic Latch Megafixing;272.00;456;14;89;94
33091;Acute Anti-dandruff Fotsalt;154.00;442;29;96;40
33098;Rengöringspåsar Dagsdoser;404.00;276;18;40;17
33115;Biodefense Berry Biotrue;289.00;110;44;32;72
33142;Triq Trosskydd;492.00;384;26;54;64
33147;Berocca Karamell Protect;273.00;305;85;63;17
33168;Tranexamsyra Ellen;423.00;345;54;34;44
33179;Depottablett Vital Aspirin;208.00;136;33;95;24
33183;Tvillingar Resist Cerat;145.00;215;89;75;32
33216;Corega Munsönderfallande Lycq;62.00;97;90;80;50
33219;Gengigel Proibs;329.00;62;97;74;33
33232;Refreshing Natuderm Normalkombinerad;213.00;181;91;83;12
33264;Waterproof Mgspray Sens;408.00;140;31;79;97
33281;Lipbalm Mjölkpåsar Spicy;194.00;491;73;34;35
33288;Napp Spot-on;291.00;238;67;54;19
33304;Reel Mjölkbägare Rygg;213.00;413;40;19;23
33370;Primmuno Micellar Kaloba;204.00;158;36;23;26
33381;Evercare Brighten;288.00;25;92;29;36
33384;Snabbkaffe Angled;29.00;61;64;38;66
33396;Reservdelar Pamol;406.00;216;77;21;81
33402;Biologic Tight Handtvål;100.00;59;51;82;83
33416;Area Astringent;468.00;442;80;76;11
33436;Beeswax Blåbär-yoghurt Pepcid;109.00;494;85;25;41
33528;Femicur Tillval;151.00;115;41;17;29
33551;Arnica Mepore;337.00;70;17;18;13
33561;Anti-itch Soak Ögoncreme;167.00;127;68;70;16
33566;Kuddborste Stay Solaire;347.00;403;77;43;86
33574;Tippar Oval;115.00;463;10;89;82
33584;Protect Concealerborste Basiron;39.00;226;36;36;74
33596;Canoderm Metall;232.00;115;61;88;45
33601;Duracell Cicatrix Sublingual;87.00;298;90;45;57
33603;Microlax Nasacort;176.00;477;33;21;80
33628;Rosenrot Albyl;162.00;452;41;21;58
33647;Supranettes Coco Rapid;191.00;253;68;37;37
33660;Susp Weleda;436.00;484;20;20;53
33675;Electric Brown;224.00;161;33;52;24
33677;Carbo Glaktozym;275.00;277;22;84;76
33679;Uniqinol Bio-lactus Ansiktsrengöring;182.00;451;48;32;77
33688;Knäskydd Amningstopp;333.00;395;39;50;43
33722;Applikator Creamy;437.00;262;24;86;17
33776;Artrox Flex;498.00;205;65;54;56
33830;Oral Toleriane;129.00;107;64;73;79
33834;Milt Acura;216.00;411;44;71;94
33836;Pumpafröpasta Mentolmint Hydrokortisonsalva;435.00;200;68;34;79
33843;Decubal Like;124.00;119;85;24;70
33890;Breakfirst Vaginalkapslar Vital-höst;303.00;380;64;19;10
33894;Byxor Gingival;449.00;94;76;38;66
33902;Liquorice Microt Päron;128.00;464;81;76;84
33911;Galltvål Tåspridare;299.00;183;58;75;22
33925;Avent Handdiskmedel Handträningshjärta;399.00;46;16;13;93
33926;Musik Ekologiska Helhetshälsa;417.00;85;85;52;27
33929;Testa Anti-wrinkle Vetegräs;301.00;496;62;62;64
33956;Lamisil Comfora Mate;278.00;223;87;22;92
33970;Showercream Vätska Clicgo;310.00;243;76;40;23
33999;Susp Bayer Cereal;368.00;416;89;48;14
34004;Dark Grey Rapimelt;292.00;51;10;79;29
34008;Otovent Lipbalm Munskydd;267.00;345;84;28;28
34025;Ögonboost Rene Kokosvatten;284.00;25;97;27;82
34062;Cinnamon Spray;385.00;42;81;10;63
34077;Megafix Sana Oriptan;385.00;417;80;24;76
34088;Forticils Bling Ammande;276.00;292;86;36;57
34115;Oriptan Resorb;145.00;274;66;52;39
34137;Galexir Fertilitetsmonitor Sugrörsmugg;485.00;449;42;84;93
34139;English Mjäll;244.00;166;98;31;61
34171;Elektrisk Fabian Löslig;160.00;304;19;64;58
34185;Enterotablett Know Saltvatten;163.00;71;79;23;61
34190;Sömlös Comfora;149.00;177;90;92;44
34192;Elektrisk Cheesecake;230.00;397;55;37;45
34207;Tusenblå Glyc;35.00;398;43;38;18
34225;Burn Vitlöksolja Slim;149.00;293;58;75;12
34249;Rosa Lecrolyn Canesten;194.00;475;72;85;46
34274;Sambucol Twin Walking;227.00;346;21;66;46
34279;Robi Vegas Etono;205.00;436;38;56;92
34319;Dermalibour Mineraltillskott;179.00;249;58;69;21
34336;Paroex Mgg Braun;452.00;337;62;11;18
34368;Grape Munhåleplåster;193.00;144;12;93;80
34371;Nutrilett Ultimate Slim;120.00;455;52;46;62
34377;Citizen Friggs Reel;259.00;420;11;78;20
34396;Nappflaska Vegandha Akla;293.00;155;35;33;12
34401;Febertermometer Diclofenac Silikonfritt;296.00;345;41;22;21
34409;Munhåleplåster Biorion Physiomer;91.00;362;14;96;44
34411;Energigivande Yngsjöbrodden Kolsuspension;100.00;456;37;13;60
34422;Fickpack Tandgel Getingfälla;453.00;73;48;39;19
34436;Anti-perspirant Trixra;48.00;293;86;37;43
34439;Baspulver Mineral;184.00;436;14;55;80
34493;Sinnenas Öronproppar;468.00;150;36;77;96
34520;Aminojärn Salviate;133.00;447;34;41;69
34530;Urinflaska Sens Pack;54.00;112;55;58;60
34596;Eucerin Bars;336.00;334;12;41;69
34610;Hund Vibe King;201.00;27;75;88;54
34637;Stycken Hydr Natracare;221.00;377;81;17;32
34668;Refresh Barrier Like;439.00;317;65;18;17
34715;Sensation Bentley;88.00;22;78;26;78
34744;Fruity Repair Sporttejp;367.00;439;55;54;70
34797;Edet Kalcipos;225.00;219;50;15;19
34817;Tooth Duraphat Vectavir;59.00;495;86;20;49
34844;Örtsalva Nässug Dulcivit;471.00;310;84;79;47
34847;Brännskada Ultrabifidus Pedometer;359.00;338;76;27;82
34848;Fluor Celluvisc;171.00;210;11;87;73
34891;Vetevärmare Liner Komprimerade;428.00;238;71;83;93
34894;Kvinna Homme;27.00;218;59;49;88
34900;Bioears Optimalis;288.00;231;42;59;42
34907;Flyt Sittring Kallpressad;309.00;137;97;84;40
34911;Solkapslar Decaf Uv-skydd;164.00;472;24;85;63
34914;Lactose Häfta Vildkaprifol;157.00;366;90;25;10
34927;Minifom Munhålelösning Peach;238.00;31;98;99;41
34935;Dauerbinda Stomacid Svartröd;395.00;488;39;63;11
34939;Pasta Grow Flubenol;471.00;148;68;29;51
34977;Scalp Loceryl;385.00;414;60;77;83
34980;Vadsmalbensskydd Faceserum;266.00;72;98;89;12
34982;Familjeapotekets Calcitugg Bite;308.00;302;14;74;67
34987;Refill Pro-recovery;149.00;375;62;76;38
35014;Anti-transpirant Refr;109.00;102;12;52;29
35028;Mattande Philipsavent Oljeblandning;198.00;434;77;22;31
35030;Kalcipos Belladot Thermoscan;210.00;450;42;70;72
35090;Laktulos Minor Salviate;435.00;414;91;70;47
35106;Decapinol Brännskadekompress;326.00;401;82;81;23
35156;Pyridoxin Gasbinda Redness;146.00;29;77;57;47
35160;Caring Betaketon Kolsuspension;465.00;254;60;31;50
35176;Myrra Detector;327.00;163;59;38;74
35178;Toleriane Tinted;145.00;308;49;63;40
35184;Daxxin Aderma;350.00;179;25;54;40
35244;Energigivande Tempasept Healthy;262.00;331;52;74;91
35252;Anti-dandruff Karbozym Maxi;201.00;451;30;75;65
35270;Familjeapotekets Dulcofibre;93.00;312;29;97;27
35271;Bodybutter Wozniacki Mikrogram;363.00;145;88;56;56
35281;Pearl Grey Zapp;106.00;280;83;66;35
35286;Energihöjare Handcreme Tranbärskoncentrat;347.00;237;77;27;45
35293;Minallvit B-forte Tvättbara;157.00;466;77;49;37
35345;Tallrik Adelaide;353.00;359;92;99;58
35381;Ögonspray Mepiform;305.00;162;89;80;26
35384;Serenity Influ-zink Tobago;307.00;251;44;59;88
35399;Jordgubbssmak Triple Socks;416.00;356;27;94;73
35402;Sculpting Rapimelt Näsvid;143.00;411;81;59;32
35415;Melon Phytosun Slimming;69.00;231;68;27;79
35448;Antibac Lansinoh;291.00;351;99;81;16
35457;Bio-caroten Relaxit Curami;210.00;389;88;47;10
35478;Flöde Droncit Portioner;495.00;115;45;29;34
35480;Medimi Energi Salt;181.00;238;20;56;42
35504;Otom Flux;465.00;201;16;70;93
35514;Becur Sculpting Lady;472.00;401;98;79;78
35519;Bromhex Melting Dophilus;282.00;456;52;20;81
35524;Deodorizing Mouth Aspirin;150.00;208;71;57;28
35542;Eyes Vitgrå Compact;306.00;290;54;52;34
35565;Solaire B-forte Handcreme;62.00;313;63;83;91
35658;Footbalm Tonad;487.00;211;48;77;81
35669;Dermalibour Proibs Bomullspads;456.00;325;85;81;85
35679;Alunstift Purple;218.00;356;63;29;83
35684;Remesense Sevorex;477.00;96;23;35;77
35688;Capital Amningstopp Imodium;485.00;420;29;30;97
35703;Megafix Mörk Citron;186.00;26;76;62;76
35731;Maximum Bodil Hyaluron;32.00;359;81;58;99
35742;Small Daktacort Clean;379.00;260;20;14;81
35744;Nyodex Nordica Pikasol;177.00;107;45;23;70
35745;Neurokan Watermelon Guard;166.00;448;71;39;19
35746;På-kit Granatinman Polsterbinda;117.00;401;90;18;85
35760;Refill Posthelios;491.00;412;89;44;97
35765;Dolomit Refreshingly Replens;429.00;221;11;70;10
35793;Tandstickor Spray Duoderm;373.00;19;92;10;39
35823;Bion Remifemin;253.00;497;71;56;17
35842;Thuasne Hypnos Ögonspray;387.00;217;94;19;94
35873;Fingersprickor Harmonise Tuft;349.00;184;95;84;57
35879;Losec Hugo Testa;164.00;123;57;76;28
35885;Gift Melissa L-lysine;263.00;345;50;71;65
35895;Auricular Nasal Butler;42.00;437;76;27;34
35901;Pro-emalj Neurokan;162.00;85;31;96;27
35916;Mgml Clicgo;352.00;61;79;83;78
35919;Läkerol Arnica;350.00;260;73;61;21
35927;Volumising Löslig Frutti;172.00;246;95;89;74
35942;Brännskada Droppar;264.00;412;23;86;99
35943;Vitaflo Broccolibasilika;108.00;475;69;17;56
35952;Burts Preserve Klitorisvibrator;281.00;204;89;70;56
35957;Dermatone Susp Cord;175.00;100;96;66;38
35963;Absolut Therahoney;356.00;191;29;34;46
35967;Aftamed Paracetamol Tassalva;120.00;136;30;89;39
35969;Dagkräm Naturvit;438.00;379;57;34;64
35983;Handledsbandage Salivstimulerande;263.00;176;79;37;10
36039;Contours Beeswax;50.00;183;66;43;92
36047;Jordgubb Fludent;403.00;442;32;18;32
36055;Thermo Super Scanpor;118.00;400;53;87;24
36071;Linsskölj Solglasögon;270.00;204;14;39;71
36090;Saliva Coachväska Scalibor;327.00;413;18;14;40
36127;Snoring Acidophilus;381.00;391;29;86;26
36134;Universal Mavadry Comf;276.00;451;90;73;61
36147;Hälsporreinlägg Improve Calcitugg;495.00;439;17;89;24
36173;Kylbalsam Ketokonazol Blistex;125.00;361;42;53;18
36194;Vägglöss Antislip Handdesinfektion;24.00;311;76;10;61
36202;Lactulose Snarkdämpande Perfumed;216.00;166;35;22;61
36208;Ledins Getingfälla Glidmedel;177.00;367;38;18;63
36235;Locobase Munfuktgel;209.00;144;35;14;81
36238;Intensive Omron Resorb;338.00;63;95;93;54
36247;Products Biotne Proibs;350.00;96;51;93;84
36258;Bliss Celluvisc Sana;262.00;296;20;66;54
36293;Relinquish Water;311.00;279;51;42;36
36310;Lust Fresh;294.00;27;78;80;88
36329;Easy Uribalance;228.00;425;94;30;91
36330;Essential Lshp Conditioner;363.00;253;93;33;43
36334;Cellulite Diameter;469.00;188;24;32;92
36415;Anti-redness Small;167.00;286;96;52;81
36425;Mårbacka Salvia Micropore;356.00;311;93;40;66
36426;Emulsion Bafucin;414.00;28;72;53;96
36462;Nordic Borste Litomove;412.00;324;71;59;92
36479;Fungi Profast;174.00;246;70;50;47
36480;Blemish Sittring;46.00;166;62;22;69
36481;Volume Panodil;97.00;74;21;39;47
36498;Kräm Carriwell Fingerförband;280.00;231;38;68;66
36529;Beauty Presentförpackning;205.00;104;34;43;38
36532;Uggla Rich Solution;114.00;151;11;13;17
36539;Teeth Rescuemask;404.00;119;45;22;60
36552;Stay Microt Fotbalsam;48.00;426;41;48;38
36565;Mavala Make-up;171.00;16;93;85;87
36650;Mate Andningsmask Essence;54.00;321;97;77;70
36654;Novum Zylkne;309.00;466;61;30;43
36662;Selefa Vinkelborste Protein;142.00;387;65;91;32
36683;Harmonise Färger Blutsaft;342.00;354;31;65;85
36691;Dermo-pediatrics Säljstopp;60.00;162;51;88;52
36700;Prelox Glykos Dentosal;266.00;246;18;39;97
36707;Port Tropisk;285.00;40;82;54;23
36716;Lock Helper Kokoschips;281.00;219;40;56;44
36739;Gericomplex Liniment;440.00;337;67;46;36
36804;Purelan Golden Elastisk;163.00;43;58;19;54
36838;Ricinolja Renewing;228.00;401;20;18;86
36844;Steam Zovirax;156.00;236;61;62;70
36858;Diklofenak Nässpray Tape;30.00;211;94;40;82
36871;Lingonvecka Maxmedica Sabamin;320.00;236;62;98;97
36879;Utan Foam Assist;288.00;110;78;59;81
36882;Peacock Single;456.00;53;50;48;64
36883;Fotboll Kondomer;108.00;125;55;20;84
36887;Zenbev Navyturkos Miniderm;256.00;345;50;75;93
36906;Munsköljvätska Rapid Cranberry;365.00;135;87;90;52
