order_number;sku_id;quantity;price
2999413;30331;2;193
2999413;36838;2;194
2999413;51400;7;212
2999414;25708;1;420
2999414;61816;3;201
2999415;65769;1;267
2999415;66068;4;315
2999416;24990;3;59
2999416;39916;3;227
2999417;47376;7;356
2999417;55999;3;461
2999418;21402;1;159
2999418;25681;1;63
2999418;69985;9;100
2999419;36415;2;167
2999419;65217;2;376
2999419;67277;3;182
2999420;45550;1;39
2999421;26190;1;207
2999421;26981;2;124
2999421;56110;1;410
2999421;65120;5;403
2999421;68942;2;101
2999422;29969;1;405
2999422;32224;2;276
2999422;44206;6;486
2999422;52602;1;363
2999422;66773;3;428
2999423;34171;7;160
2999424;20111;2;68
2999424;66355;1;199
2999425;28868;2;438
2999425;33561;2;142
2999425;39693;2;242
2999425;58088;6;346
2999425;61636;2;439
2999426;28796;3;494
2999426;48602;1;192
2999427;36539;3;404
2999427;39306;6;267
2999427;44942;2;107
2999428;38346;7;36
2999428;55151;1;169
2999429;25801;2;375
2999429;31011;1;83
2999429;47505;1;209
2999429;68866;3;331
2999429;69097;2;47
2999430;25020;2;172
2999430;26083;3;401
2999430;33561;3;142
2999431;26932;3;246
2999431;34409;3;91
2999431;56601;9;341
2999432;20938;4;212
2999432;30403;3;312
2999432;31858;3;447
2999432;46805;3;53
2999432;68300;1;393
2999433;21675;2;148
2999433;29716;2;97
2999434;59569;2;302
2999435;20114;1;361
2999435;57097;1;68
2999436;20424;2;477
2999436;40620;2;27
2999436;62760;1;478
2999437;24687;3;161
2999437;26528;3;292
2999437;36047;1;403
2999437;57281;1;186
2999438;20634;1;359
2999438;22117;1;169
2999438;49401;1;382
2999438;52395;3;378
2999439;60260;4;114
2999440;37514;2;224
2999440;67293;1;396
2999441;46157;1;325
2999442;26086;2;468
2999442;37628;1;174
2999442;38003;9;109
2999442;38665;1;439
2999442;64715;2;185
2999443;42040;2;431
2999444;64752;2;169
2999445;41112;2;250
2999445;45253;1;92
2999445;60981;2;329
2999446;23965;5;133
2999446;25684;9;432
2999446;60959;2;332
2999447;39313;1;59
2999447;46047;1;423
2999447;57448;3;106
2999447;63433;2;186
2999447;65276;7;484
2999448;25131;3;173
2999448;40380;1;202
2999448;50121;3;153
2999448;61019;9;179
2999449;23708;7;306
2999450;28480;3;54
2999450;35742;2;379
2999450;38835;3;360
2999450;50686;1;258
2999450;68190;3;212
2999451;26382;3;193
2999451;59410;3;139
2999451;66596;3;300
2999452;31132;1;124
2999452;46033;1;327
2999453;26224;1;93
2999453;27869;3;303
2999453;48867;2;221
2999454;37984;1;47
2999454;64989;2;110
2999455;53412;3;302
2999455;61585;2;205
2999456;25424;2;114
2999456;31432;3;405
2999456;33551;3;286
2999456;50015;2;68
2999456;65651;2;195
2999457;28963;1;104
2999457;33603;6;176
2999457;40904;3;389
2999458;68581;6;19
2999459;28163;4;378
2999459;33679;6;155
2999459;52603;8;220
2999460;51447;7;203
2999460;57505;2;55
2999460;64202;6;330
2999461;40168;3;359
2999461;55967;1;92
2999462;28252;3;224
2999463;39578;1;138
2999463;53755;1;262
2999464;21325;2;470
2999464;27490;2;241
2999464;42065;1;304
2999464;49352;6;115
2999464;63508;3;265
2999465;22022;2;459
2999465;28946;3;96
2999465;34939;1;471
2999465;63816;2;204
2999466;28697;3;65
2999466;36479;8;174
2999466;46833;1;221
2999466;60225;1;161
2999466;62886;2;137
2999467;58497;6;494
2999468;24845;3;329
2999468;51574;2;63
2999468;55936;3;394
2999468;64677;3;200
2999469;54789;1;119
2999469;58276;2;201
2999470;41757;8;323
2999470;48736;2;234
2999470;51311;6;98
2999470;66036;4;172
2999471;42104;3;404
2999471;45592;1;230
2999472;22427;2;186
2999472;33601;2;74
2999472;51712;9;303
2999473;34493;3;468
2999473;58919;1;144
2999473;68790;2;33
2999474;42967;3;438
2999475;67281;8;473
2999476;39538;2;171
2999476;52793;1;401
2999477;32088;2;408
2999477;35901;1;162
2999478;27202;3;260
2999478;32581;3;26
2999478;35679;3;218
2999478;49126;1;385
2999478;63441;1;196
2999479;27119;3;116
2999479;38185;2;95
2999479;58599;1;224
2999479;61122;8;82
2999480;27676;3;315
2999480;28220;1;437
2999480;60833;2;387
2999481;24709;3;157
2999481;26759;3;41
2999481;30137;3;318
2999481;59884;5;248
2999482;23735;3;194
2999483;31632;2;368
2999483;49982;1;497
2999484;42932;8;288
2999484;47819;3;131
2999484;50175;1;154
2999484;60053;2;249
2999485;27103;3;210
2999485;30401;1;32
2999485;33402;2;100
2999485;68909;3;34
2999486;33003;1;239
2999486;45783;2;206
2999486;46868;9;104
2999486;49511;3;275
2999486;67901;3;476
2999487;39499;1;116
2999488;35399;2;354
2999489;60254;3;276
2999489;63259;1;365
2999490;62391;1;147
2999491;20161;2;46
2999491;49489;1;432
2999491;60005;4;241
2999492;25693;3;375
2999492;43465;2;314
2999493;49607;1;122
2999493;50130;3;367
2999493;52729;1;488
2999493;56789;3;428
2999493;60996;2;139
2999494;24435;1;72
2999494;26616;1;72
2999495;26940;1;60
2999495;33281;5;194
2999495;52065;2;406
2999495;55817;2;190
2999496;21919;5;302
2999496;27055;3;156
2999496;38223;2;334
2999496;60455;3;140
2999497;25686;8;271
2999497;30758;2;377
2999497;43524;3;329
2999497;60777;3;400
2999497;67467;3;201
2999498;25124;1;301
2999498;68046;3;315
2999499;21010;3;55
2999499;30034;5;327
2999500;20028;2;423
2999500;30238;1;21
2999500;39316;1;89
2999500;50999;3;126
2999500;64396;8;181
2999501;33179;3;208
2999502;37159;1;401
2999502;41602;8;90
2999502;58013;3;420
2999503;38000;1;311
2999503;38012;1;166
2999503;46273;1;53
2999503;50296;8;120
2999503;60536;8;145
2999504;39065;9;106
2999504;57388;3;108
2999504;57669;3;285
2999504;67052;3;201
2999505;24830;1;359
2999505;34744;3;367
2999506;44616;1;394
2999506;52078;3;285
2999506;54164;1;327
2999507;41853;7;349
2999507;51266;2;186
2999507;64635;3;298
2999508;27316;3;74
2999508;53136;1;430
2999509;29271;2;476
2999510;26427;1;392
2999510;41142;1;218
2999510;45686;3;199
2999510;58931;3;293
2999510;67678;1;275
2999511;45315;3;47
2999512;24378;6;200
2999512;35793;2;317
2999512;37111;1;264
2999512;54370;1;258
2999513;40598;1;335
2999513;65353;3;188
2999514;21893;7;114
2999515;26681;1;237
2999515;33925;1;399
2999515;48369;2;413
2999515;66342;2;380
2999516;20777;1;59
2999516;23879;2;195
2999516;35765;8;365
2999516;45862;3;117
2999516;46629;1;149
2999517;27527;1;385
2999517;37554;2;410
2999517;52068;2;291
2999518;44292;3;421
2999518;68596;4;426
2999518;69069;7;376
2999519;22392;9;100
2999519;26995;1;176
2999519;49029;1;41
2999519;61589;2;77
2999520;38902;2;182
2999520;65886;1;407
2999521;20258;1;353
2999522;54002;3;317
2999522;54753;1;172
2999522;61593;3;82
2999522;64734;1;254
2999523;20598;4;418
2999523;22085;2;42
2999523;42865;1;235
2999523;47059;3;462
2999523;56903;3;343
2999524;38199;4;495
2999525;32152;2;124
2999525;41359;2;244
2999525;63665;1;201
2999525;68449;3;243
2999526;62018;3;274
2999526;69308;1;449
2999527;41666;9;46
2999528;28313;1;168
2999528;42426;1;249
2999528;46797;2;122
2999528;53359;1;336
2999528;60968;3;31
2999529;22528;7;321
2999529;50762;3;91
2999529;66302;3;40
2999529;68368;5;327
2999530;25910;2;46
2999530;47446;2;300
2999530;55108;1;287
2999531;34847;1;359
2999531;52133;2;262
2999532;22536;3;224
2999532;23197;3;264
2999532;58731;3;198
2999532;59915;1;236
2999532;68087;1;225
2999533;38000;1;311
2999534;54565;1;284
2999534;61026;1;83
2999534;62677;3;248
2999534;68740;2;415
2999535;29940;2;417
2999535;31320;3;59
2999536;24827;1;393
2999536;52196;6;32
2999536;58015;2;343
2999537;48329;1;410
2999537;56985;1;297
2999537;62631;4;422
2999537;68481;3;111
2999538;34894;1;27
2999538;49358;2;368
2999538;64049;2;48
2999538;65454;9;395
2999538;66786;1;177
2999539;21368;3;220
2999539;24261;1;101
2999539;35286;3;295
2999539;63869;1;213
2999539;67919;1;333
2999540;23630;9;264
2999540;32786;1;456
2999540;47119;3;358
2999540;66164;6;35
2999541;47102;2;379
2999541;52404;8;288
2999542;68707;2;83
2999543;26816;4;159
2999543;48231;1;332
2999543;61295;3;361
2999543;64890;1;494
2999544;20075;2;309
2999544;31087;1;427
2999544;32021;2;351
2999544;41357;3;56
2999545;21803;1;486
2999545;35895;1;36
2999545;41957;1;236
2999545;46869;3;325
2999545;47091;3;112
2999546;27716;2;323
2999546;44882;3;236
2999546;51555;2;65
2999547;20432;9;86
2999548;22367;3;398
2999548;23173;1;364
2999548;29837;3;88
2999548;67699;6;98
2999548;68970;3;324
2999549;25159;1;381
2999549;29402;1;26
2999549;33925;3;399
2999549;64718;3;59
2999550;25916;2;94
2999550;63946;1;46
2999550;64318;3;407
2999551;54961;2;282
2999552;29703;2;179
2999553;28699;1;189
2999553;42580;3;382
2999553;63429;8;227
2999553;64383;2;77
2999554;66532;2;140
2999555;49768;1;475
2999555;55582;5;82
2999555;66259;2;269
2999555;69933;1;421
2999556;32980;1;133
2999556;35457;1;178
2999556;41094;1;149
2999556;61074;3;390
2999557;40975;4;476
2999557;51536;3;286
2999557;63186;2;318
2999557;63349;3;26
2999558;26325;2;217
2999558;46605;3;326
2999559;20863;8;385
2999559;21447;3;336
2999559;64597;1;309
2999560;21657;2;290
2999561;30779;5;471
2999561;34185;2;163
2999561;58445;1;321
2999562;36716;5;281
2999562;55896;3;193
2999563;36700;2;266
2999563;50787;1;431
2999563;67254;3;66
2999564;24365;9;408
2999565;37008;2;30
2999565;37595;3;74
2999565;45946;3;112
2999565;61245;2;333
2999565;62005;2;272
2999566;57650;3;52
2999567;31934;2;427
2999567;54932;2;55
2999568;28567;1;122
2999568;45746;3;167
2999568;66138;1;37
2999569;35160;2;465
2999569;51098;5;259
2999570;20160;1;409
2999570;34596;2;336
2999570;39757;3;327
2999570;44809;1;374
2999570;58565;1;419
2999571;24837;3;269
2999571;56709;1;49
2999571;59062;8;133
2999571;61979;2;140
2999571;64706;3;164
2999572;61196;3;204
2999573;22063;2;145
2999573;32866;1;206
2999574;45525;3;240
2999574;45610;6;426
2999574;58857;2;54
2999574;65126;1;453
2999575;20490;2;392
2999575;21155;1;155
2999575;43185;5;317
2999576;38044;1;192
2999576;41259;3;330
2999576;43283;1;348
2999576;54520;2;263
2999577;25559;1;418
2999577;33264;2;408
2999577;39263;6;461
2999577;58023;1;148
2999577;64830;3;56
2999578;25101;4;406
2999578;27810;1;358
2999578;43664;3;417
2999578;53119;1;213
2999578;60870;1;423
2999579;21305;3;197
2999579;32683;1;315
2999579;67533;2;283
2999580;48044;2;390
2999580;58639;3;91
2999581;24911;1;99
2999581;28233;2;26
2999581;36565;3;171
2999581;60086;3;470
2999582;39845;4;217
2999582;56693;2;130
2999583;32321;1;419
2999583;35252;6;201
2999583;37438;2;192
2999583;52968;4;46
2999583;57918;2;142
2999584;30612;1;255
2999584;34207;2;35
2999584;36804;3;163
2999584;46844;3;317
2999585;20104;8;33
2999585;29717;1;164
2999585;31900;2;191
2999585;35415;3;69
2999585;60848;7;250
2999586;34377;1;259
2999586;55309;2;214
2999586;69590;2;411
2999587;59046;3;128
2999587;60442;2;365
2999587;67865;2;447
2999588;36707;8;242
2999588;37417;3;162
2999588;59565;1;48
2999588;59889;3;122
2999588;62701;3;494
2999589;33647;8;191
2999589;36071;2;270
2999590;21508;1;330
2999590;44306;2;379
2999590;61585;3;205
2999591;29612;3;197
2999591;31535;2;442
2999591;33087;2;231
2999591;34610;2;171
2999591;56840;2;80
2999592;39514;3;407
2999592;59194;3;69
2999592;59291;4;488
2999592;68492;3;125
2999593;27505;1;131
2999593;37602;2;208
2999593;42723;1;459
2999593;63100;1;491
2999593;67238;3;173
2999594;26563;2;263
2999594;28239;2;269
2999594;31539;3;491
2999594;43622;9;302
2999594;60616;8;286
2999595;34848;4;145
2999596;25273;2;448
2999596;52060;1;41
2999596;60862;3;198
2999597;21127;3;92
2999597;35030;4;178
2999597;40005;3;390
2999597;55727;1;471
2999597;65585;3;182
2999598;48201;3;266
2999598;51412;3;290
2999598;67754;1;42
2999599;27062;1;254
2999599;31538;3;467
2999599;57407;7;231
2999600;54389;3;108
2999601;22070;2;108
2999601;46200;9;183
2999602;35293;1;157
2999602;40726;2;347
2999602;51688;1;488
2999602;54479;2;71
2999602;55711;2;171
2999603;31929;9;39
2999603;49770;1;379
2999603;57183;7;382
2999604;44411;1;226
2999604;44675;1;205
2999604;53039;2;196
2999605;25321;3;365
2999605;38138;1;322
2999605;42978;2;40
2999605;57265;2;228
2999605;61251;2;379
2999606;34139;2;244
2999606;51369;2;124
2999607;23651;1;174
2999607;24518;3;323
2999607;26684;1;125
2999607;57596;3;124
2999608;60581;5;469
2999609;34977;6;385
2999609;41174;1;150
2999609;56688;4;465
2999609;66489;2;462
2999609;68273;1;434
2999610;22155;8;472
2999610;38382;3;207
2999610;51879;2;237
2999611;24456;1;221
2999611;34844;2;471
2999611;52318;3;419
2999611;56017;3;254
2999612;58682;7;230
2999613;26464;2;185
2999613;48820;2;307
2999614;33776;1;423
2999615;35014;3;109
2999615;49952;6;214
2999615;69294;2;79
2999616;20648;3;186
2999616;34192;3;230
2999616;35983;3;263
2999616;50107;3;139
2999616;56995;2;357
2999617;24829;3;311
2999617;30069;3;315
2999617;35178;3;145
2999617;44914;2;33
2999617;46266;7;261
2999618;49538;1;272
2999618;53177;2;287
2999619;39468;3;34
2999620;28106;2;266
2999620;36329;3;194
2999620;39178;2;160
2999620;46188;2;402
2999621;40811;2;46
2999621;57848;3;240
2999621;58382;3;72
2999621;60733;3;300
2999622;29943;2;43
2999622;35669;3;456
2999622;47726;3;209
2999622;56581;2;409
2999623;57482;8;32
2999623;69385;1;273
2999624;23656;1;407
2999625;32753;1;322
2999625;40418;1;475
2999626;49977;3;382
2999626;52374;7;448
2999626;61478;2;400
2999627;51053;9;238
2999627;57153;2;226
2999627;63274;1;209
2999628;38218;1;313
2999628;44111;1;390
2999629;43396;6;101
2999630;39932;3;94
2999630;52717;3;166
2999630;61004;2;252
2999631;33091;4;131
2999631;64782;2;290
2999632;30660;2;229
2999633;39460;3;173
2999633;56530;6;412
2999633;62840;1;147
2999634;59052;2;194
2999635;27751;4;241
2999635;29112;2;378
2999635;67688;3;240
2999636;32560;2;45
2999636;34911;2;164
2999636;43246;1;319
2999636;45991;1;325
2999637;25579;1;245
2999637;27419;9;344
2999637;67285;1;19
2999638;68043;1;374
2999639;24056;1;253
2999639;42258;2;282
2999639;63125;3;474
2999639;67527;8;313
2999639;68488;3;74
2999640;22769;2;477
2999641;49468;2;152
2999641;61527;2;97
2999641;63301;7;259
2999642;31734;1;218
2999642;39809;6;465
2999642;43330;1;380
2999642;48561;2;269
2999643;67601;2;474
2999644;20563;1;477
2999644;27593;5;282
2999644;30163;1;451
2999644;44997;4;221
2999644;68021;2;410
2999645;26173;3;171
2999645;29443;3;471
2999645;36238;2;338
2999645;36844;2;156
2999646;28574;2;351
2999646;28598;4;247
2999646;31636;4;38
2999646;39172;3;113
2999646;45283;3;491
2999647;34371;2;120
2999647;52285;1;406
2999647;52613;9;315
2999647;65506;2;104
2999648;42320;3;240
2999648;61522;2;191
2999648;64699;1;255
2999648;68379;2;490
2999649;22212;3;187
2999649;41611;5;290
2999649;51976;3;341
2999649;53944;9;442
2999649;56325;3;247
2999650;25411;8;137
2999650;46365;5;59
2999650;68728;2;65
2999651;40913;3;190
2999652;37228;2;475
2999653;49064;9;312
2999654;24876;6;149
2999654;39908;1;219
2999654;48031;1;369
2999654;50118;3;368
2999654;60637;3;135
2999655;37359;1;88
2999655;58243;1;488
2999655;67424;2;211
2999656;23326;1;251
2999656;35244;1;262
2999656;50503;3;409
2999656;63933;8;311
2999657;23538;3;73
2999657;25770;2;337
2999657;45502;1;476
2999657;47849;1;470
2999657;55077;3;102
2999658;41317;1;37
2999658;58438;2;252
2999658;69381;1;333
2999659;55952;8;30
2999659;62369;3;205
2999660;25308;1;226
2999660;45044;3;449
2999660;58605;1;187
2999660;59015;3;182
2999660;68791;1;26
2999661;20796;1;413
2999661;23815;6;228
2999661;46162;1;100
2999661;52123;1;339
2999661;69022;2;111
2999662;20429;2;364
2999662;52248;3;362
2999663;29299;7;115
2999663;65904;2;346
2999664;51998;2;72
2999664;66449;5;58
2999664;69177;1;433
2999665;21078;2;474
2999665;28808;1;262
2999665;29490;9;225
2999666;45496;3;37
2999667;44876;1;155
2999668;28452;1;88
2999668;37357;3;414
2999668;54334;3;402
2999668;60104;3;447
2999669;26716;1;401
2999669;34377;2;259
2999669;37588;3;51
2999669;47809;2;333
2999669;66193;4;195
2999670;61893;3;167
2999670;65922;1;184
2999671;44291;1;489
2999671;58225;1;58
2999671;63810;1;46
2999672;26431;1;373
2999672;34914;1;157
2999672;38146;1;239
2999672;41107;2;112
2999673;30731;1;194
2999673;35760;1;417
2999673;57611;1;172
2999673;57831;3;328
2999673;67091;7;355
2999674;24262;1;403
2999674;30005;6;167
2999674;66228;1;375
2999674;69211;4;250
2999675;38533;3;145
2999675;44495;1;199
2999675;54513;2;308
2999675;60804;1;122
2999676;23071;2;231
2999676;27477;3;496
2999677;48495;2;450
2999677;56464;3;86
2999678;46699;8;117
2999679;32643;1;129
2999679;51413;3;488
2999680;64032;3;257
2999680;69441;2;28
2999681;47016;6;19
2999681;62561;3;58
2999682;37909;9;227
2999682;42934;2;58
2999682;49924;2;76
2999682;62051;6;492
2999682;67343;3;348
2999683;26730;1;474
2999683;42571;2;53
2999683;49747;8;279
2999683;57702;3;44
2999684;49835;1;450
2999684;62726;9;256
2999685;53289;8;163
2999685;65928;3;468
2999686;45726;2;478
2999686;67571;3;291
2999687;26174;5;340
2999687;33232;5;181
2999687;62932;2;336
2999688;32115;3;269
2999688;52292;1;259
2999689;32831;3;470
2999689;37336;3;350
2999689;38774;1;322
2999689;39846;2;316
2999689;49814;2;139
2999690;24722;1;54
2999690;40412;1;56
2999690;47138;1;19
2999690;56712;2;132
2999691;48888;3;24
2999691;58016;2;429
2999691;66387;1;203
2999692;38236;1;262
2999692;45953;3;267
2999692;55942;2;188
2999692;67711;2;46
2999693;26395;3;298
2999693;44042;3;355
2999693;67949;2;174
2999694;42086;1;82
2999695;35919;2;350
2999696;23081;2;224
2999696;25243;2;47
2999696;27950;3;203
2999696;28005;3;337
2999696;39410;2;167
2999697;27831;9;301
2999697;49874;8;27
2999697;61877;6;41
2999697;68908;3;137
2999698;34927;8;238
2999699;32596;1;107
2999699;36498;1;280
2999699;45685;8;291
2999699;62825;3;478
2999699;68828;3;238
2999700;32553;3;461
2999701;66631;2;113
2999702;35942;7;264
2999702;49326;2;75
2999702;56467;1;50
2999702;68874;8;387
2999702;69351;3;481
2999703;30057;2;190
2999703;34008;3;267
2999703;36883;2;108
2999703;64721;1;202
2999704;34987;2;149
2999704;56834;2;361
2999705;38665;2;439
2999705;55229;2;343
2999705;63242;3;78
2999705;66616;2;108
2999706;25578;1;469
2999706;27609;1;417
2999706;58267;3;94
2999707;31717;3;243
2999707;62360;8;162
2999708;59452;3;113
2999708;62448;3;325
2999708;67609;1;231
2999709;31122;7;117
2999709;39348;3;391
2999709;43100;1;51
2999709;56649;3;430
2999710;41446;9;47
2999711;21569;2;79
2999711;42237;1;234
2999711;63812;1;101
2999711;67362;2;121
2999712;36481;1;97
2999712;51186;1;234
2999713;26348;1;182
2999713;33219;1;329
2999713;36090;2;327
2999713;52891;6;152
2999714;23961;3;50
2999714;27181;1;447
2999714;62179;3;188
2999715;22715;2;31
2999715;26865;3;110
2999715;27528;2;179
2999715;65387;8;252
2999716;30758;2;377
2999716;44521;1;294
2999716;57348;1;185
2999716;62613;3;483
2999716;68214;7;69
2999717;36650;3;46
2999717;48966;2;447
2999717;57494;3;328
2999717;66259;1;269
2999718;22262;2;105
2999718;38086;2;322
2999718;61922;1;59
2999719;29247;2;323
2999719;45290;1;260
2999719;51829;3;441
2999720;53780;2;149
2999720;69184;2;486
2999721;58439;9;356
2999722;37830;2;117
2999722;40577;6;243
2999722;50773;9;475
2999723;33926;4;354
2999723;50489;2;438
2999723;60751;2;80
2999724;20171;3;112
2999724;44314;2;77
2999724;50483;3;53
2999724;66528;4;73
2999725;20016;1;405
2999725;22376;2;476
2999725;27639;1;443
2999725;44091;6;352
2999725;63681;2;461
2999726;45717;1;337
2999726;49408;1;340
2999726;55212;3;85
2999726;65117;2;89
2999726;69863;3;346
2999727;52694;1;128
2999727;61931;3;498
2999727;63299;3;449
2999727;68109;9;187
2999728;38670;3;97
2999728;47008;1;169
2999728;47475;1;316
2999728;59808;3;464
2999728;64516;3;268
2999729;31503;4;167
2999729;38096;2;208
2999729;43292;7;145
2999729;46427;3;412
2999730;22935;3;171
2999730;47788;6;51
2999730;49339;1;271
2999730;66097;1;187
2999731;28066;4;143
2999731;28283;2;373
2999731;44652;1;128
2999731;54374;2;139
2999731;65939;3;132
2999732;31392;2;206
2999732;49962;3;419
2999732;52713;2;363
2999732;63232;2;73
2999732;66463;1;135
2999733;23295;1;125
2999734;57664;9;29
2999735;21062;1;287
2999735;23930;1;463
2999735;58490;1;119
2999735;69467;3;456
2999736;64705;3;270
2999736;69244;5;448
2999737;40493;1;292
2999737;63858;1;254
2999738;23166;9;68
2999738;57073;1;240
2999738;62296;1;102
2999739;32418;1;289
2999739;39011;3;387
2999739;44986;1;401
2999739;62418;2;339
2999740;30349;1;430
2999740;36134;2;235
2999741;24009;3;184
2999741;33416;3;468
2999741;41111;1;420
2999741;56011;2;310
2999742;35270;1;93
2999742;41976;3;193
2999742;59649;3;65
2999743;35384;5;307
2999743;39093;8;160
2999743;55406;3;184
2999744;42084;7;463
2999745;20306;4;400
2999745;52349;1;352
2999745;53630;1;322
2999746;23945;2;449
2999746;63846;1;475
2999747;35176;7;327
2999747;46190;2;205
2999747;51121;3;383
2999747;58429;3;32
2999748;31238;2;133
2999748;35967;2;120
2999748;40153;1;202
2999749;27498;2;150
2999749;39472;5;94
2999749;61156;9;337
2999750;23432;4;169
2999750;45485;3;187
2999750;55348;9;213
2999751;34279;9;174
2999751;43016;2;78
2999751;57566;1;374
2999752;30679;3;352
2999752;33843;2;105
2999752;42036;2;456
2999753;46935;3;463
2999753;58780;7;398
2999754;47926;2;298
2999754;49780;1;69
2999755;33566;6;347
2999755;33836;9;435
2999755;42485;2;453
2999755;62363;1;489
2999755;68106;1;123
2999756;23603;3;223
2999756;34225;1;149
2999756;41735;6;168
2999756;53616;1;75
2999756;63304;3;422
2999757;20405;1;253
2999757;29211;2;84
2999758;25081;2;262
2999758;29850;3;362
2999758;60044;2;400
2999758;68114;1;341
2999759;56672;2;213
2999759;69194;1;34
2999760;28065;4;227
2999760;40308;3;483
2999760;55173;2;88
2999760;55760;1;349
2999761;63922;3;292
2999762;22631;2;483
2999762;27808;1;57
2999762;67795;2;324
2999763;20464;7;274
2999763;61055;2;411
2999764;62243;3;80
2999765;32805;3;306
2999766;67249;1;160
2999767;28536;3;262
2999767;32757;7;110
2999767;47732;1;66
2999768;26824;3;134
2999768;55213;9;124
2999768;63305;2;366
2999769;43795;3;141
2999769;45024;2;485
2999769;46883;1;34
2999769;63171;2;475
2999769;64352;3;66
2999770;38571;4;335
2999770;52049;2;278
2999770;61219;3;287
2999771;37870;1;127
2999772;22335;2;156
2999772;26597;2;251
2999772;55865;1;97
2999773;40383;6;425
2999773;60170;2;110
2999774;22894;1;40
2999774;25766;3;477
2999774;63083;2;391
2999774;65930;2;224
2999775;46984;1;32
2999776;39245;2;89
2999776;52564;3;388
2999777;39751;1;467
2999777;50494;7;84
2999777;62900;1;228
2999778;31621;2;145
2999778;44173;2;74
2999778;55076;5;303
2999778;64896;9;384
2999779;21298;1;443
2999780;27109;2;245
2999780;36258;1;262
2999780;37583;3;188
2999780;51319;1;309
2999780;55485;5;377
2999781;64822;1;54
2999782;40059;1;454
2999782;52513;1;42
2999782;59119;1;250
2999783;28821;2;287
2999783;68896;2;239
2999784;20326;1;213
2999784;25899;7;370
2999784;27177;3;328
2999784;61279;2;301
2999784;66368;5;498
2999785;44392;9;423
2999785;52537;1;252
2999785;66026;8;293
2999786;31143;3;171
2999786;38535;2;370
2999786;44826;3;105
2999786;48977;9;53
2999786;68467;8;403
2999787;25560;1;111
2999787;31951;1;103
2999787;38224;1;145
2999787;41441;3;414
2999788;27868;7;48
2999788;29256;1;495
2999788;61028;3;184
2999789;45381;3;186
2999789;49205;3;54
2999790;52776;2;262
2999790;64308;7;358
2999790;69478;7;340
2999791;26531;1;51
2999791;26556;1;156
2999791;26871;3;77
2999791;51315;1;209
2999792;25751;1;268
2999792;27775;2;367
2999792;35281;3;106
2999792;43337;1;170
2999792;58862;1;145
2999793;21357;2;240
2999793;46841;1;222
2999793;58741;1;145
2999794;51660;3;43
2999794;60759;4;203
2999794;62248;3;373
2999795;29879;3;99
2999795;31014;1;147
2999795;33079;9;367
2999795;65222;8;124
2999795;65765;6;53
2999796;21304;2;260
2999796;36127;5;381
2999796;49327;1;452
2999796;49560;3;412
2999796;57525;1;270
2999797;26461;1;50
2999797;34088;2;276
2999797;69366;3;88
2999798;40324;2;385
2999798;56561;2;455
2999798;63389;1;246
2999798;67102;1;252
2999799;45564;2;64
2999800;20717;7;42
2999800;42763;2;340
2999800;49605;1;275
2999800;56377;3;416
2999801;30249;1;128
2999801;36425;2;303
2999801;37777;3;83
2999802;35745;9;166
2999802;36235;2;178
2999802;41494;3;365
2999803;61449;1;220
2999804;35345;2;353
2999804;37757;5;286
2999804;39173;6;217
2999804;41752;1;208
2999804;60182;2;386
2999805;21143;3;179
2999805;44131;2;337
2999805;49019;2;26
2999806;20816;1;59
2999806;25474;3;275
2999806;45447;1;237
2999806;58008;3;460
2999806;66945;3;338
2999807;28831;1;324
2999807;40326;3;390
2999807;41761;2;384
2999808;28364;3;274
2999808;42558;1;433
2999808;53449;7;116
2999809;27847;2;157
2999809;47216;3;183
2999809;49305;9;453
2999809;68962;1;414
2999810;40571;7;356
2999811;26660;4;387
2999811;46244;3;237
2999812;29438;2;276
2999813;28131;7;282
2999813;44895;3;169
2999813;63052;9;372
2999813;64099;1;340
2999814;28965;3;309
2999815;37213;2;449
2999815;40481;1;376
2999815;42007;2;223
2999816;49841;7;297
2999817;30449;2;131
2999817;33970;1;310
2999817;51804;1;491
2999817;54642;2;446
2999818;29395;2;158
2999818;45694;9;436
2999819;65779;2;235
2999820;28328;1;132
2999820;30913;3;451
2999820;41559;2;128
2999820;62447;3;127
2999820;63865;1;136
2999821;28779;3;141
2999821;32005;7;33
2999821;35703;2;186
2999821;54166;6;335
2999821;57673;2;251
2999822;23430;1;353
2999822;53850;2;125
2999822;64916;1;221
2999823;31102;1;46
2999823;53030;2;425
2999824;21295;3;293
2999824;44417;1;262
2999824;53230;3;40
2999824;54438;1;295
2999824;55041;7;280
2999825;35943;5;92
2999825;69211;3;250
2999826;34900;8;288
2999826;55833;2;46
2999827;41428;3;353
2999827;54857;3;469
2999827;58004;2;102
2999827;58534;1;243
2999828;35271;3;309
2999828;42116;1;102
2999828;45020;2;161
2999828;52048;8;35
2999828;67430;4;394
2999829;31229;1;205
2999830;22933;1;74
2999830;33688;7;333
2999830;41520;1;339
2999831;50946;1;475
2999832;47073;3;401
2999833;33183;2;145
2999833;37406;3;41
2999833;38442;1;433
2999833;52469;2;414
2999833;63678;1;152
2999834;31801;2;205
2999834;38577;2;210
2999834;60559;8;390
2999834;69086;2;119
2999835;35028;1;198
2999835;35565;6;62
2999835;39586;1;239
2999835;43623;2;179
2999835;68224;4;106
2999836;29970;3;264
2999836;56046;2;44
2999836;63028;6;309
2999837;40417;1;107
2999837;41911;3;77
